Date,Ticker,Open,High,Low,Close,Volume,Currency
2025-10-20,BIL.AS,91.635,91.64,91.63,91.64,8215427.0,
2025-10-20,BIL.DE,91.635,91.64,91.63,91.64,8215427.0,
2025-10-20,BIL.L,91.635,91.64,91.63,91.64,8215427.0,
2025-10-20,BIL.MI,91.635,91.64,91.63,91.64,8215427.0,
2025-10-20,EMB.AS,95.97,96.16,95.9485,96.16,7665734.0,
2025-10-20,EMB.DE,95.97,96.16,95.9485,96.16,7665734.0,
2025-10-20,EMB.L,95.97,96.16,95.9485,96.16,7665734.0,
2025-10-20,EMB.MI,95.97,96.16,95.9485,96.16,7665734.0,
2025-10-20,EWH.AS,21.26,21.515,21.23,21.42,4200031.0,
2025-10-20,EWH.DE,21.26,21.515,21.23,21.42,4200031.0,
2025-10-20,EWH.L,21.26,21.515,21.23,21.42,4200031.0,
2025-10-20,EWH.MI,21.26,21.515,21.23,21.42,4200031.0,
2025-10-20,RBOT.AS,6.0,6.17,5.87,6.1,53066.0,
2025-10-20,RBOT.DE,6.0,6.17,5.87,6.1,53066.0,
2025-10-20,XAIX.AS,42.29,42.66,42.29,42.634,11612.0,
