Date,Ticker,Open,High,Low,Close,Volume,Currency
2020-10-22,BIL.AS,91.2103,91.2203,91.2103,91.2203,930024.8084188,
2020-10-23,BIL.AS,91.2203,91.2203,91.2103,91.2203,999282.14579382,
2020-10-26,BIL.AS,91.2103,91.2203,91.2103,91.2203,3173173.6701718,
2020-10-27,BIL.AS,91.2103,91.2203,91.2103,91.2103,1038238.9590819,
2020-10-28,BIL.AS,91.2203,91.2203,91.2103,91.2103,2154871.1675798,
2020-10-29,BIL.AS,91.2103,91.2203,91.2103,91.2203,2673233.0838488,
2020-10-30,BIL.AS,91.2203,91.2203,91.2103,91.2203,2494712.0445756,
2020-11-02,BIL.AS,91.2103,91.2203,91.2103,91.2203,1385169.825587,
2020-11-03,BIL.AS,91.2103,91.2203,91.2103,91.2203,923199.71520602,
2020-11-04,BIL.AS,91.2203,91.2203,91.2103,91.2103,2339054.3651888,
2020-11-05,BIL.AS,91.2103,91.2203,91.2103,91.2203,2178732.9055528,
2020-11-06,BIL.AS,91.2203,91.2203,91.2103,91.2103,1644464.1673635,
2020-11-09,BIL.AS,91.2203,91.2203,91.2103,91.2203,3206551.6069144,
2020-11-10,BIL.AS,91.2103,91.2203,91.2103,91.2103,2785159.7962419,
2020-11-11,BIL.AS,91.2103,91.2203,91.2103,91.2103,963735.87232196,
2020-11-12,BIL.AS,91.2203,91.2203,91.2103,91.2103,1128784.3260956,
2020-11-13,BIL.AS,91.2103,91.2203,91.2103,91.2203,1042610.7513677,
2020-11-16,BIL.AS,91.2103,91.2203,91.2103,91.2203,1096157.9322546,
2020-11-17,BIL.AS,91.2103,91.2203,91.2103,91.2203,1684859.8491707,
2020-11-18,BIL.AS,91.2203,91.2203,91.2103,91.2203,2609019.8134512,
2020-11-19,BIL.AS,91.2203,91.2203,91.2103,91.2203,1114191.9517067,
2020-11-20,BIL.AS,91.2103,91.2203,91.2103,91.2203,899214.5596403,
2020-11-23,BIL.AS,91.2203,91.2203,91.2103,91.2203,1086108.9307072,
2020-11-24,BIL.AS,91.2103,91.2203,91.2103,91.2203,2155431.0620245,
2020-11-25,BIL.AS,91.2103,91.2203,91.2103,91.2103,995236.45690322,
2020-11-27,BIL.AS,91.2103,91.2203,91.2103,91.2203,526841.60793929,
2020-11-30,BIL.AS,91.2103,91.2203,91.2103,91.2103,1228915.1261381,
2020-12-01,BIL.AS,91.2004,91.2203,91.2004,91.2004,2897737.7120304,
2020-12-02,BIL.AS,91.2004,91.2203,91.2004,91.2103,3408974.5199631,
2020-12-03,BIL.AS,91.2103,91.2203,91.2103,91.2103,1347281.62804,
2020-12-04,BIL.AS,91.2103,91.2203,91.2103,91.2203,1287327.7696813,
2020-12-07,BIL.AS,91.2103,91.2203,91.2004,91.2004,1720745.2701736,
2020-12-08,BIL.AS,91.2004,91.2203,91.2004,91.2004,2142584.5950437,
2020-12-09,BIL.AS,91.2103,91.2103,91.2004,91.2004,2419526.6491735,
2020-12-10,BIL.AS,91.2103,91.2103,91.2004,91.2004,805522.54571172,
2020-12-11,BIL.AS,91.2004,91.2103,91.2004,91.2103,810115.08491119,
2020-12-14,BIL.AS,91.2004,91.2103,91.2004,91.2004,1274648.869676,
2020-12-15,BIL.AS,91.2004,91.2103,91.2004,91.2004,1240745.1539209,
2020-12-16,BIL.AS,91.2004,91.2103,91.2004,91.2103,1040113.3010581,
2020-12-17,BIL.AS,91.2004,91.2103,91.2004,91.2103,1055415.0757558,
2020-12-18,BIL.AS,91.2103,91.2103,91.2004,91.2103,1044984.7840847,
2020-12-21,BIL.AS,91.2004,91.2103,91.2004,91.2103,1357461.0709456,
2020-12-22,BIL.AS,91.2103,91.2103,91.2004,91.2103,1144622.9171517,
2020-12-23,BIL.AS,91.2004,91.2103,91.2004,91.2004,1069756.6013792,
2020-12-24,BIL.AS,91.2103,91.2103,91.2004,91.2103,582449.76228385,
2020-12-28,BIL.AS,91.2004,91.2103,91.2004,91.2103,797277.648486,
2020-12-29,BIL.AS,91.2103,91.2103,91.2004,91.2103,1595800.5102441,
2020-12-30,BIL.AS,91.2004,91.2103,91.2004,91.2004,1223567.0304567,
2020-12-31,BIL.AS,91.2004,91.2103,91.2004,91.2103,1348451.5866825,
2021-01-04,BIL.AS,91.2103,91.2103,91.2004,91.2103,1593398.3824654,
2021-01-05,BIL.AS,91.2004,91.2103,91.2004,91.2004,943444.21398004,
2021-01-06,BIL.AS,91.2045,91.2103,91.2004,91.2103,1716734.7001102,
2021-01-07,BIL.AS,91.2004,91.2103,91.2004,91.2103,1253607.6752226,
2021-01-08,BIL.AS,91.2004,91.2103,91.2004,91.2004,1773550.9421096,
2021-01-11,BIL.AS,91.2004,91.2103,91.2004,91.2103,1132607.2612824,
2021-01-12,BIL.AS,91.2103,91.2103,91.2004,91.2004,4112685.5789032,
2021-01-13,BIL.AS,91.2004,91.2103,91.2004,91.2004,3268387.8344097,
2021-01-14,BIL.AS,91.2004,91.2103,91.2004,91.2103,2016117.6848049,
2021-01-15,BIL.AS,91.2004,91.2103,91.2004,91.2103,2258035.2308951,
2021-01-19,BIL.AS,91.2004,91.2103,91.2004,91.2103,1981342.0187408,
2021-01-20,BIL.AS,91.2004,91.2103,91.2004,91.2103,644128.45675443,
2021-01-21,BIL.AS,91.2004,91.2103,91.2004,91.2103,870053.89234399,
2021-01-22,BIL.AS,91.2004,91.2103,91.2004,91.2004,783533.14292462,
2021-01-25,BIL.AS,91.2004,91.2103,91.2004,91.2103,924509.14576213,
2021-01-26,BIL.AS,91.2004,91.2103,91.2004,91.2004,1884727.1149962,
2021-01-27,BIL.AS,91.2103,91.2103,91.2004,91.2004,1620884.3834029,
